AU,worked_at_home,did_not_go_to_work_today,drove_private_car_truck_van,drove_company_car_truck_van,passenger_car_truck_van,bus,train,motorcycle_powercycle,bicycle,walked_jogged,other,total_stated,total_went_to_work,not_elsewhere_included,total
586002,12,30,156,33,6,..C,..C,..C,..C,..C,..C,240,201,12,252
586112,33,54,276,93,24,..C,..C,..C,..C,..C,..C,489,408,..C,498
586114,33,27,135,24,9,..C,..C,..C,..C,6,..C,240,180,6,243
586115,69,30,129,45,..C,..C,..C,..C,..C,..C,..C,291,186,6,294
586120,90,165,795,231,48,15,..C,12,12,15,..C,1383,1131,30,1416
586121,183,102,462,165,30,..C,..C,..C,9,12,9,981,696,30,1011
586122,63,99,429,192,27,9,..C,..C,18,12,9,858,699,9,867
586124,60,66,276,138,12,..C,..C,6,..C,..C,6,576,453,..C,579
586126,33,27,129,30,..C,..C,..C,..C,..C,6,..C,234,174,12,246
586127,51,36,132,45,12,..C,..C,9,..C,6,..C,291,207,12,306
586128,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,12,..C,..C,12
586129,75,66,324,99,15,..C,..C,..C,..C,9,6,603,462,21,627
586130,..C,..C,15,..C,..C,..C,..C,..C,..C,..C,..C,30,21,..C,30
586303,54,141,555,159,36,15,..C,12,27,75,..C,1071,876,30,1104
586304,33,42,168,72,15,6,..C,6,12,24,..C,381,303,..C,384
586305,69,123,507,186,33,9,..C,..C,18,27,..C,978,786,27,1005
586306,96,183,765,192,57,15,..C,9,45,108,6,1476,1197,48,1524
586307,81,150,702,264,60,18,..C,9,42,48,6,1380,1149,27,1407
586308,42,105,459,123,39,12,..C,9,21,45,..C,855,708,36,891
586403,45,117,552,120,33,6,..C,6,15,45,..C,948,789,30,978
586404,39,126,531,159,30,15,..C,12,9,15,..C,936,771,12,948
586405,18,42,117,27,12,..C,..C,..C,..C,6,..C,234,174,..C,240
586407,21,60,270,57,18,..C,..C,..C,12,6,..C,453,372,12,465
586408,36,63,351,84,24,12,..C,..C,12,21,..C,606,507,21,627
586409,39,105,453,132,27,9,..C,12,9,12,..C,804,663,9,813
586501,141,66,321,90,12,..C,..C,..C,6,12,6,660,456,18,678
586503,9,69,306,63,27,..C,..C,..C,9,6,..C,501,420,21,519
586504,..C,..C,12,..C,..C,..C,..C,..C,..C,..C,..C,18,15,..C,18
586603,213,129,711,222,36,6,..C,15,9,24,9,1377,1035,36,1413
586604,108,69,279,99,15,..C,..C,..C,..C,12,..C,597,420,15,612
586605,162,87,300,114,15,..C,..C,9,..C,6,6,708,462,15,723
586606,105,81,333,108,51,..C,..C,18,..C,6,..C,708,525,18,723
586801,264,90,378,126,12,..C,..C,39,..C,18,..C,936,582,30,969
586802,93,123,387,117,30,..C,..C,..C,21,48,6,831,615,30,861
586900,54,126,510,129,30,..C,..C,..C,30,63,9,954,777,15,969
587010,420,213,927,291,51,..C,..C,51,12,42,15,2028,1395,48,2076
587020,60,33,174,30,24,..C,..C,..C,75,288,12,699,606,30,729
587100,375,174,678,219,42,..C,..C,48,12,84,15,1650,1101,75,1725
587302,69,150,660,180,27,27,..C,9,51,21,6,1200,981,21,1218
587303,66,147,747,198,33,33,..C,9,57,15,6,1314,1098,21,1332
587304,66,165,1011,252,36,42,..C,15,87,24,9,1710,1479,42,1752
587400,30,177,837,153,69,39,..C,15,45,78,9,1455,1248,69,1524
587500,66,273,1485,234,108,99,..C,27,87,120,15,2514,2175,78,2592
587701,102,366,1521,231,117,141,..C,33,150,147,18,2826,2361,123,2952
587702,84,192,1146,222,78,54,..C,15,87,36,9,1917,1644,54,1977
587811,75,78,417,135,27,9,..C,..C,18,15,..C,780,627,12,792
587812,24,144,711,126,54,48,..C,9,45,33,..C,1200,1032,39,1239
587821,39,24,108,27,9,..C,..C,..C,..C,30,6,252,189,33,288
587822,27,117,621,135,24,18,..C,9,9,15,..C,981,840,18,999
587830,48,171,912,162,60,42,..C,18,54,51,9,1533,1314,72,1602
587842,48,24,129,36,6,..C,..C,..C,..C,..C,..C,255,183,9,264
587844,90,120,555,132,15,6,..C,6,60,9,12,1011,798,21,1029
587845,78,123,765,213,27,39,..C,12,48,6,18,1326,1128,36,1362
587846,45,108,531,135,24,12,..C,9,39,6,..C,915,759,18,933
587847,36,27,162,42,9,9,..C,..C,21,..C,..C,309,246,12,318
587848,84,150,705,219,33,21,..C,6,36,15,15,1281,1047,21,1302
587849,150,117,447,174,12,..C,..C,6,6,12,9,942,678,33,972
587902,33,12,57,18,..C,..C,..C,..C,..C,6,..C,132,84,9,141
587903,57,36,183,39,6,..C,..C,..C,21,..C,6,357,261,6,363
587904,708,423,1953,579,99,15,..C,27,48,57,33,3936,2805,105,4038
587905,33,39,180,42,6,..C,..C,..C,12,12,..C,330,258,..C,333
588101,75,273,1254,306,72,45,..C,18,81,24,18,2163,1815,66,2229
588102,72,150,750,183,39,39,..C,15,63,42,9,1353,1134,45,1398
588200,81,189,852,225,57,45,..C,9,66,42,15,1584,1314,39,1623
588300,36,135,621,111,45,36,..C,12,42,36,..C,1080,906,54,1134
588401,144,171,1026,336,45,24,..C,12,39,27,15,1836,1521,33,1869
588402,138,177,918,243,33,15,..C,12,75,42,18,1671,1359,48,1722
588500,132,258,1308,324,75,51,..C,21,111,63,15,2355,1962,63,2415
588600,93,168,852,213,51,39,..C,9,75,33,12,1548,1284,51,1599
588700,54,138,657,144,36,45,..C,9,45,39,9,1176,984,45,1218
588800,102,192,864,195,42,54,..C,27,84,54,12,1629,1338,36,1665
588900,72,120,642,129,48,27,..C,6,84,33,9,1170,978,27,1200
589000,48,108,480,75,21,33,..C,6,66,24,..C,870,711,24,894
589100,54,129,561,99,36,57,..C,12,99,42,18,1110,927,42,1155
589200,138,183,717,162,30,15,..C,9,105,51,15,1431,1107,39,1470
589300,147,117,486,117,18,9,..C,9,66,30,12,1011,750,21,1032
589400,138,195,663,147,36,36,..C,12,90,87,15,1419,1086,42,1464
589500,90,90,348,93,12,6,..C,6,69,42,12,777,594,12,792
589601,114,168,837,201,42,36,..C,9,69,33,9,1524,1242,39,1563
589602,36,96,411,87,30,21,..C,6,51,18,..C,753,621,18,771
589700,84,186,759,144,36,48,..C,9,108,60,9,1452,1179,30,1482
589800,87,210,858,180,60,51,..C,15,72,27,15,1578,1281,30,1608
589900,126,216,993,180,63,42,..C,18,126,48,12,1821,1482,45,1866
590000,111,294,909,153,48,78,..C,12,156,120,15,1899,1497,69,1968
590100,66,186,558,87,39,96,..C,12,111,144,12,1308,1059,48,1356
590200,54,150,567,63,45,57,..C,6,93,114,15,1167,966,45,1215
590300,57,96,471,105,27,30,..C,9,54,72,..C,927,774,21,948
590400,105,243,1272,297,54,30,..C,21,48,42,15,2127,1779,69,2199
590501,123,333,1413,468,54,48,..C,15,93,24,21,2601,2142,39,2637
590504,66,69,411,126,21,15,..C,12,30,15,6,765,633,21,786
590505,84,153,768,207,36,21,..C,15,48,12,9,1356,1119,36,1389
590506,45,45,237,54,12,..C,..C,..C,12,6,..C,423,333,18,441
590507,21,18,54,18,..C,..C,..C,..C,..C,9,..C,123,84,6,132
590602,99,282,1317,348,75,54,..C,24,60,30,27,2316,1935,54,2370
590603,108,216,981,294,45,36,..C,9,48,12,15,1761,1437,36,1797
590604,108,123,678,210,33,6,..C,9,21,15,..C,1206,975,36,1239
590701,114,120,552,99,21,33,..C,..C,105,120,21,1191,954,33,1224
590702,36,192,624,63,48,84,..C,21,111,150,12,1338,1110,66,1404
590800,75,267,1023,156,81,120,..C,21,156,264,24,2187,1848,72,2262
590900,12,27,147,18,9,18,..C,..C,39,33,..C,306,270,21,330
591101,162,177,843,216,36,33,..C,..C,132,39,12,1656,1320,27,1686
591102,210,228,1023,249,33,30,..C,27,147,27,21,1995,1557,42,2037
591200,51,87,372,84,12,9,..C,12,66,..C,9,705,570,12,717
591300,69,126,546,144,24,30,..C,21,48,12,9,1029,837,30,1059
591500,12,21,87,18,12,12,..C,..C,18,60,..C,252,216,12,264
591600,48,42,186,39,15,27,..C,..C,45,138,6,552,462,21,570
591700,102,207,852,198,75,93,..C,24,171,219,21,1962,1653,96,2058
591800,57,135,579,129,45,36,..C,12,48,78,..C,1125,933,39,1164
591900,117,204,891,225,42,60,..C,18,108,78,15,1755,1434,54,1809
592000,120,318,1419,282,84,69,..C,21,216,69,15,2610,2172,84,2694
592100,159,192,954,234,36,30,..C,9,162,93,15,1884,1536,36,1923
592200,156,156,669,156,30,30,..C,12,96,144,18,1464,1152,27,1491
592300,213,261,1371,342,72,51,..C,21,219,87,24,2661,2187,66,2727
592401,93,135,699,153,48,48,..C,9,126,105,18,1431,1203,48,1476
592402,147,252,1338,282,81,105,..C,33,213,141,27,2619,2220,75,2694
592500,90,159,828,207,42,51,..C,21,135,42,12,1587,1341,33,1620
592600,75,213,1242,243,102,81,..C,30,180,102,21,2289,2004,93,2385
592701,57,210,912,195,72,54,..C,18,90,36,6,1647,1383,57,1704
592702,57,183,696,162,60,63,..C,18,66,51,9,1368,1131,57,1428
592811,27,69,309,66,9,15,..C,6,33,15,..C,552,459,12,564
592812,24,123,477,114,33,21,..C,9,39,15,..C,861,714,24,885
592820,45,117,618,147,36,33,..C,12,39,9,6,1059,894,42,1101
592900,45,144,708,174,54,24,..C,12,42,21,9,1233,1041,39,1272
593000,30,147,633,126,54,57,..C,12,42,24,6,1134,960,60,1197
593100,33,147,735,102,108,54,..C,27,42,21,6,1272,1089,96,1368
593200,60,126,612,132,48,45,..C,12,81,42,9,1170,984,33,1203
593300,42,96,525,96,48,63,..C,9,78,51,12,1023,885,48,1071
593400,39,84,393,96,30,27,..C,9,54,21,12,765,642,36,798
593501,81,210,978,171,108,153,..C,24,156,135,9,2022,1734,144,2166
593502,42,156,861,144,75,108,..C,21,114,96,9,1635,1434,84,1719
593600,54,129,558,111,54,42,..C,18,60,33,9,1062,885,66,1128
593700,18,87,432,87,42,45,..C,12,36,24,6,801,690,36,834
593800,15,111,573,120,54,42,..C,18,42,21,6,1008,879,51,1059
593900,42,132,741,144,81,39,..C,24,51,33,15,1305,1131,66,1371
594010,42,180,804,135,54,63,..C,18,78,51,12,1437,1212,66,1506
594020,54,159,795,189,69,42,..C,21,63,42,12,1443,1230,60,1503
594100,42,132,597,120,42,45,..C,15,60,39,6,1098,927,60,1158
594200,57,189,915,204,66,69,..C,27,132,78,9,1743,1497,57,1800
594300,111,180,750,165,30,54,..C,12,150,39,12,1500,1212,30,1530
594400,171,243,1038,279,63,51,..C,30,198,51,15,2145,1728,51,2196
594500,15,51,285,42,30,27,..C,..C,39,33,..C,531,462,27,561
594600,117,312,1566,312,132,114,..C,33,234,180,27,3027,2601,120,3150
594700,48,192,948,123,84,75,..C,24,156,177,15,1842,1605,81,1923
594800,90,288,1398,255,81,90,..C,27,234,159,24,2646,2268,84,2730
594900,93,168,702,156,39,45,..C,9,117,48,9,1383,1122,45,1428
595000,75,180,939,192,57,48,..C,21,153,102,12,1776,1524,36,1815
595100,54,165,831,174,33,33,..C,18,120,36,15,1476,1260,45,1524
595200,57,126,579,132,15,36,..C,15,54,24,12,1050,867,15,1062
595300,90,246,1176,243,90,45,..C,33,102,45,15,2094,1755,102,2193
595400,108,225,948,204,63,30,..C,27,204,72,15,1899,1569,45,1947
595500,96,150,558,150,18,21,..C,18,156,36,15,1218,972,15,1236
595600,105,237,1260,291,75,78,..C,33,78,30,12,2205,1860,66,2271
595700,75,195,867,216,66,75,..C,24,57,39,9,1629,1356,78,1707
595800,84,129,588,159,36,57,..C,24,69,27,6,1182,966,33,1215
595900,120,168,906,222,39,57,..C,24,63,18,12,1635,1347,42,1677
596000,165,195,963,237,36,21,..C,12,78,15,12,1737,1374,42,1782
596101,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
596102,174,174,786,213,21,36,..C,12,72,18,12,1524,1173,30,1551
596200,156,210,906,252,48,51,..C,21,105,63,18,1827,1461,39,1869
596400,138,189,819,183,30,42,..C,12,36,63,12,1524,1194,39,1563
596502,108,87,375,90,24,18,..C,..C,..C,12,30,759,564,24,783
596503,57,51,267,63,12,..C,..C,15,12,18,..C,495,387,18,513
596504,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
596600,15,..C,9,..C,..C,..C,..C,..C,..C,..C,..C,39,21,..C,39
596800,57,36,96,42,9,..C,..C,..C,..C,69,..C,309,219,15,324
596901,102,48,153,36,15,..C,..C,..C,..C,18,..C,384,234,27,411
596902,90,18,81,21,..C,..C,..C,..C,..C,6,..C,231,120,12,243
597000,48,57,117,33,9,..C,..C,15,..C,33,..C,312,207,36,348
597101,135,78,294,69,21,..C,..C,..C,6,15,..C,624,414,15,639
597102,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
597200,99,228,876,264,30,42,..C,12,84,144,9,1791,1464,57,1851
597300,36,90,381,117,30,..C,..C,..C,12,60,..C,735,609,15,747
597400,27,51,240,57,12,..C,..C,..C,9,18,..C,420,342,18,441
597503,24,21,132,39,6,..C,..C,..C,..C,..C,..C,240,192,9,246
597505,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
597506,582,219,840,246,57,..C,..C,204,9,60,18,2241,1440,78,2322
597507,33,90,579,174,27,18,..C,9,12,15,9,963,843,15,978
597508,63,180,936,297,48,24,..C,12,18,33,9,1623,1383,27,1647
597509,42,147,690,219,33,15,..C,9,9,45,6,1227,1038,21,1248
597510,78,114,597,186,27,9,..C,..C,12,6,6,1044,852,15,1059
597512,288,180,894,219,36,9,..C,30,21,36,15,1731,1266,42,1776
597513,60,30,171,51,12,..C,..C,..C,..C,..C,6,342,255,6,348
597600,81,87,405,153,30,..C,..C,..C,60,90,6,918,750,24,945
597712,69,39,144,78,12,..C,..C,..C,6,12,..C,363,252,15,378
597713,33,15,60,27,..C,..C,..C,..C,..C,9,..C,150,105,..C,156
597714,45,45,210,66,15,..C,..C,..C,9,9,..C,399,309,9,408
597715,24,21,108,36,..C,..C,..C,..C,..C,..C,..C,195,153,6,201
597720,594,117,405,180,12,..C,..C,93,9,75,..C,1488,780,66,1554
597730,873,234,735,288,30,6,..C,327,24,75,33,2625,1518,123,2751
597741,426,102,438,153,30,..C,..C,123,9,42,15,1338,813,66,1407
597742,30,66,300,81,21,..C,..C,..C,6,54,..C,567,468,21,591
597811,39,111,534,156,51,..C,..C,9,45,60,..C,1014,864,39,1050
597812,99,225,1077,375,63,..C,..C,15,90,87,12,2040,1716,63,2106
597820,27,45,189,60,18,..C,..C,..C,18,60,..C,420,348,18,441
597830,36,87,465,102,75,..C,..C,..C,39,39,..C,852,732,39,894
597840,24,75,369,78,54,..C,..C,12,24,105,..C,741,642,45,786
597850,42,141,738,174,87,..C,..C,6,54,81,..C,1329,1146,57,1386
597860,36,180,861,267,75,..C,..C,15,57,57,6,1551,1332,54,1608
598000,6,18,63,12,..C,..C,..C,..C,..C,6,..C,114,90,..C,117
598201,39,30,165,57,9,..C,..C,..C,..C,6,..C,315,249,9,327
598202,39,27,174,66,..C,..C,..C,..C,..C,..C,..C,312,246,6,321
598311,15,..C,15,9,..C,..C,..C,..C,..C,..C,..C,45,27,..C,51
598312,528,267,1035,324,63,..C,..C,117,21,84,21,2451,1659,114,2565
598313,423,222,1086,285,48,..C,..C,33,21,39,12,2172,1524,75,2244
598314,..C,15,102,15,12,..C,..C,9,15,12,..C,180,162,12,192
598320,33,75,342,78,27,..C,..C,6,9,39,..C,618,510,12,633
598500,72,159,489,132,33,..C,..C,..C,27,99,..C,1020,789,18,1038
598600,66,255,1068,192,72,..C,..C,12,69,96,12,1848,1527,51,1899
598700,15,54,255,63,21,..C,..C,..C,9,27,..C,456,387,12,468
598800,27,63,303,66,33,6,..C,..C,21,51,..C,585,495,24,606
598900,54,195,930,210,87,12,..C,24,51,81,9,1659,1407,63,1722
599000,36,51,228,60,21,..C,..C,..C,24,60,..C,486,402,24,513
599100,81,183,813,222,60,..C,..C,9,51,96,9,1533,1269,39,1572
599200,36,87,447,90,36,..C,..C,9,30,30,..C,774,651,18,792
599300,60,132,612,219,33,9,..C,6,33,12,9,1125,933,24,1152
599400,60,159,726,183,51,..C,..C,18,48,87,6,1341,1122,33,1371
599500,54,114,513,117,63,..C,..C,12,42,201,12,1131,963,45,1179
599600,48,135,597,141,60,6,..C,12,39,45,12,1101,915,33,1131
599700,45,141,549,117,54,..C,..C,..C,36,111,12,1074,885,48,1122
599800,33,84,405,84,39,..C,..C,6,33,48,..C,744,627,27,771
599900,..C,..C,12,..C,..C,..C,..C,..C,..C,..C,..C,24,21,..C,24
600100,51,72,210,105,39,..C,..C,..C,51,60,..C,597,474,21,615
600200,27,24,129,48,15,..C,..C,..C,12,51,..C,309,258,15,324
600312,..C,15,15,..C,..C,..C,..C,..C,..C,78,..C,120,105,9,129
600320,45,30,63,24,..C,..C,..C,..C,9,51,..C,228,153,12,240
600321,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
600322,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
600323,393,90,276,96,15,..C,..C,36,6,39,6,957,477,42,1002
600410,747,213,792,276,42,..C,..C,144,18,75,15,2325,1365,126,2448
600420,..C,9,54,6,..C,..C,..C,..C,..C,6,..C,84,69,..C,84
600500,48,135,465,123,69,..C,..C,6,27,105,..C,984,801,36,1023
600600,18,45,213,72,15,..C,..C,9,12,9,..C,393,327,..C,396
600811,15,9,54,9,..C,..C,..C,..C,..C,..C,..C,93,72,6,99
600812,39,30,192,60,9,..C,..C,..C,9,12,..C,357,288,9,366
600813,24,18,78,27,9,..C,..C,..C,..C,..C,..C,162,120,..C,162
600822,..C,..C,18,..C,..C,..C,..C,..C,..C,6,..C,45,39,..C,48
600824,18,21,54,21,..C,..C,..C,..C,..C,12,..C,141,99,12,153
600826,636,210,756,189,39,..C,..C,129,12,54,27,2052,1206,99,2148
600827,15,18,51,24,..C,..C,..C,..C,6,36,..C,156,120,..C,159
600828,24,24,108,15,..C,..C,..C,..C,..C,..C,..C,183,135,6,192
600830,9,12,36,24,..C,..C,..C,..C,..C,6,..C,93,72,..C,93
600831,180,30,75,51,..C,..C,..C,27,..C,21,..C,384,177,27,411
600832,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
600840,12,21,54,6,9,..C,..C,..C,..C,..C,..C,111,75,6,117
601010,45,165,681,177,75,..C,..C,18,39,120,6,1323,1113,48,1371
601020,54,120,522,78,54,..C,..C,9,39,108,..C,993,819,24,1020
601030,45,114,561,108,51,..C,..C,6,21,117,..C,1032,870,30,1062
601040,69,147,669,177,54,..C,..C,12,30,84,9,1248,1035,30,1278
601200,21,51,138,45,36,..C,..C,..C,..C,24,..C,324,252,15,339
601301,120,60,114,36,27,..C,..C,6,6,9,..C,381,204,18,399
601302,12,..C,15,..C,..C,..C,..C,..C,..C,12,..C,45,30,..C,45
601400,36,87,195,54,45,..C,..C,..C,..C,27,6,453,333,18,471
601500,15,21,72,9,6,..C,..C,..C,..C,..C,..C,132,93,..C,135
601602,33,33,153,18,12,..C,..C,6,..C,9,..C,267,198,9,276
601603,123,87,414,87,39,..C,..C,9,6,12,9,789,579,24,810
601604,12,30,78,15,15,..C,..C,..C,..C,9,..C,162,123,..C,168
601605,18,21,135,21,9,..C,..C,..C,..C,6,..C,210,177,6,216
601700,21,..C,24,..C,..C,..C,..C,..C,..C,..C,..C,54,30,..C,54
601900,48,129,732,213,66,18,..C,..C,..C,18,..C,1242,1065,24,1269
602000,33,66,405,117,39,12,..C,9,..C,6,6,699,597,27,723
602100,9,24,168,42,12,6,..C,..C,..C,..C,..C,267,231,..C,270
602200,24,42,228,54,12,..C,..C,..C,..C,27,..C,390,327,9,399
602300,9,9,30,18,12,..C,..C,..C,..C,9,..C,87,69,6,93
602411,24,24,99,24,6,..C,..C,..C,..C,..C,..C,183,141,6,189
602412,66,69,480,135,24,..C,..C,..C,6,18,..C,813,675,21,831
602421,36,36,183,48,12,..C,..C,..C,..C,..C,..C,327,258,6,336
602422,51,63,264,90,18,6,..C,..C,..C,..C,..C,507,396,12,519
602500,279,144,801,249,42,..C,..C,39,6,18,15,1599,1176,69,1668
602600,108,18,57,36,..C,..C,..C,..C,..C,9,..C,240,114,12,255
602800,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,9,9,..C,12
602900,27,96,276,33,33,30,..C,..C,30,258,12,798,675,48,846
603000,54,153,303,33,36,21,..C,6,30,510,9,1164,957,42,1206
603100,63,186,168,21,12,21,..C,..C,12,513,6,1005,756,39,1044
603210,24,63,291,36,30,27,..C,6,30,108,..C,621,534,15,636
603220,18,45,225,30,15,18,..C,..C,21,21,..C,399,336,..C,405
603300,81,282,678,84,90,111,..C,12,117,357,24,1842,1479,69,1911
603400,54,108,555,84,51,48,..C,6,21,69,6,1005,840,21,1026
603500,15,45,138,21,12,15,..C,..C,24,57,9,336,279,12,348
603601,48,240,135,6,18,15,..C,9,24,333,15,831,546,60,894
603602,75,279,159,..C,21,12,..C,..C,18,423,12,1011,657,66,1077
603710,78,87,456,66,27,12,..C,9,24,192,..C,957,789,12,969
603720,24,39,177,36,24,9,..C,..C,..C,27,6,342,282,9,354
603810,27,27,171,27,18,9,..C,..C,15,15,..C,309,255,..C,315
603820,27,72,300,57,30,12,..C,..C,..C,18,..C,528,429,15,543
603910,51,159,807,162,90,51,..C,15,21,129,12,1503,1290,36,1542
603920,24,96,516,111,57,21,..C,..C,12,36,..C,882,759,21,900
603930,54,165,801,126,75,54,..C,15,..C,51,6,1350,1131,72,1425
604010,60,108,363,69,39,12,..C,..C,12,195,6,867,696,9,879
604020,63,129,555,117,54,24,..C,6,27,159,9,1146,954,30,1179
604110,66,219,933,129,99,66,..C,9,30,114,9,1677,1392,51,1728
604120,57,87,495,84,57,24,..C,9,12,84,..C,912,768,27,939
604130,36,96,564,114,69,36,..C,6,18,42,..C,984,849,18,999
604210,75,258,1125,162,132,102,..C,21,45,156,21,2100,1764,78,2178
604221,9,33,135,24,12,12,..C,..C,..C,9,..C,237,198,12,249
604222,18,51,234,57,21,12,..C,..C,9,15,..C,420,354,15,438
604300,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
604410,30,102,354,51,48,45,..C,..C,33,144,6,816,684,57,873
604420,12,45,183,33,21,27,..C,..C,18,36,..C,381,324,24,405
604500,90,216,1098,195,105,75,..C,15,60,63,15,1938,1632,63,2001
604611,60,132,747,147,51,42,..C,15,48,63,12,1326,1134,36,1359
604612,57,129,726,129,81,36,..C,9,48,54,15,1287,1101,24,1311
604620,108,222,1197,246,114,48,..C,15,66,48,18,2082,1752,39,2121
604710,33,33,243,42,24,6,..C,..C,18,..C,..C,411,345,9,417
604720,39,84,321,60,36,18,..C,12,36,24,..C,633,510,24,657
604810,45,72,264,63,36,18,..C,9,21,..C,..C,534,417,15,549
604821,15,33,96,21,..C,9,..C,..C,..C,..C,..C,183,138,..C,186
604822,42,84,351,54,18,24,..C,6,12,12,..C,615,483,15,627
604830,66,72,312,60,21,15,..C,9,..C,18,..C,576,438,18,594
604901,24,21,138,18,6,..C,..C,..C,..C,6,..C,225,180,9,234
604902,12,12,57,9,..C,..C,..C,..C,..C,..C,..C,93,75,6,102
605100,33,69,336,63,27,12,..C,..C,15,9,..C,570,468,12,579
605200,51,99,345,36,24,21,..C,..C,6,36,6,633,486,24,657
605400,42,81,498,84,42,27,..C,..C,39,51,9,879,759,27,909
605500,21,96,381,54,39,33,..C,6,27,63,..C,723,606,39,762
605600,51,135,537,93,60,54,..C,9,57,81,6,1083,900,48,1134
605800,42,120,732,180,63,30,..C,..C,..C,36,9,1218,1056,42,1263
605910,33,93,498,168,48,12,..C,..C,9,21,..C,894,765,18,912
605920,24,96,549,132,45,42,..C,12,..C,18,9,936,813,36,972
606100,48,186,888,204,84,12,..C,12,18,54,6,1515,1281,57,1566
606210,39,141,600,156,51,15,..C,..C,24,87,6,1125,942,36,1161
606220,48,75,456,162,36,..C,..C,..C,6,21,6,816,696,15,831
606300,27,147,618,156,60,9,..C,..C,15,48,6,1095,918,33,1125
606500,..C,..C,42,..C,..C,..C,..C,..C,..C,..C,..C,54,54,..C,54
606600,..C,27,96,21,6,..C,..C,..C,..C,9,..C,168,138,6,174
606700,414,150,606,189,48,..C,..C,81,12,66,12,1578,1014,69,1647
606800,30,90,420,99,90,..C,..C,..C,30,87,..C,849,729,33,882
606900,12,30,252,24,27,..C,..C,..C,..C,9,..C,357,315,27,384
607000,..C,9,72,15,12,..C,..C,..C,..C,6,..C,120,108,9,126
607100,9,6,84,12,..C,..C,..C,..C,..C,..C,..C,123,105,..C,126
607200,12,18,75,12,12,..C,..C,..C,..C,18,..C,150,117,..C,150
607300,723,159,525,171,18,..C,..C,126,..C,51,9,1791,912,108,1902
607400,54,177,1053,243,120,..C,..C,9,33,171,6,1872,1644,84,1953
607501,165,54,222,45,18,..C,..C,15,..C,36,..C,564,348,36,603
607502,351,72,249,90,15,..C,..C,42,..C,30,6,858,438,48,909
607600,9,39,180,42,18,..C,..C,..C,6,45,..C,342,294,15,357
607700,27,21,69,30,12,..C,..C,..C,..C,33,..C,192,147,21,213
607800,15,27,99,33,12,..C,..C,..C,..C,45,..C,240,198,9,249
607900,24,30,126,45,21,..C,..C,..C,12,48,..C,315,258,15,327
608000,237,42,162,75,9,..C,..C,21,..C,24,..C,573,294,27,603
608100,9,..C,24,..C,..C,..C,..C,..C,..C,6,..C,51,39,..C,57
608302,543,267,1095,444,81,..C,..C,18,42,90,12,2601,1791,90,2688
608303,42,63,261,93,30,..C,..C,..C,24,21,..C,540,432,12,549
608304,186,147,558,177,30,..C,..C,6,9,33,9,1158,825,42,1200
608305,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
608500,129,288,921,402,102,..C,..C,9,150,288,12,2301,1884,87,2388
608600,123,231,1008,420,132,..C,..C,9,111,141,12,2184,1830,78,2262
608700,63,132,471,123,36,33,..C,..C,36,126,9,1035,837,42,1077
608800,441,423,1443,489,72,..C,..C,21,201,327,33,3459,2592,129,3585
609011,..C,12,6,18,9,..C,..C,..C,..C,33,..C,93,75,15,105
609013,42,18,84,21,..C,..C,..C,..C,6,21,..C,201,138,..C,204
609014,27,15,54,18,6,..C,..C,..C,..C,12,..C,141,96,6,147
609022,69,69,285,78,15,..C,..C,..C,18,12,..C,555,420,12,567
609023,51,198,708,159,63,45,..C,..C,48,129,24,1428,1176,78,1509
609027,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
609028,42,12,60,15,..C,..C,..C,..C,..C,..C,..C,147,90,..C,147
609029,72,24,69,27,..C,..C,..C,..C,..C,12,..C,204,108,12,219
609030,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
609031,90,39,159,57,9,..C,..C,..C,..C,12,..C,372,243,18,387
609032,141,66,237,72,9,..C,..C,..C,6,6,9,552,345,18,570
609033,54,30,192,54,12,..C,..C,..C,..C,9,..C,363,279,9,372
609034,78,93,456,204,27,9,..C,12,15,9,6,906,738,15,924
609035,24,21,75,30,..C,..C,..C,..C,..C,..C,..C,159,114,..C,162
609200,147,150,633,234,30,9,..C,6,33,84,9,1335,1038,33,1368
609302,171,249,960,219,87,72,..C,9,84,477,21,2355,1932,99,2454
609303,42,42,270,66,15,6,..C,9,15,12,..C,474,390,6,483
609304,54,150,285,57,51,36,..C,..C,30,558,15,1239,1035,93,1329
609400,6,9,21,6,..C,..C,..C,..C,..C,6,..C,57,39,..C,57
609500,12,18,93,45,12,..C,..C,..C,..C,12,..C,198,171,6,204
