auc,aud,dhbc,dhbd,tac,tad,rcc,rcd
559700,Kiwitea                           ,12,Midcentral                        ,039,Manawatu District                 ,08,Manawatu-Wanganui Region
560000,Pohangina                         ,12,Midcentral                        ,039,Manawatu District                 ,08,Manawatu-Wanganui Region
560200,Ashhurst                          ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
560301,Stoney Creek                      ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
560302,Whakarongo                        ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
560411,Oroua Bridge                      ,12,Midcentral                        ,039,Manawatu District                 ,08,Manawatu-Wanganui Region
560412,Maewa                             ,12,Midcentral                        ,039,Manawatu District                 ,08,Manawatu-Wanganui Region
560421,Halcombe                          ,12,Midcentral                        ,039,Manawatu District                 ,08,Manawatu-Wanganui Region
560422,Tokorangi-Hiwinui                 ,12,Midcentral                        ,039,Manawatu District                 ,08,Manawatu-Wanganui Region
560710,Feilding North                    ,12,Midcentral                        ,039,Manawatu District                 ,08,Manawatu-Wanganui Region
560720,Feilding West                     ,12,Midcentral                        ,039,Manawatu District                 ,08,Manawatu-Wanganui Region
560730,Feilding Central                  ,12,Midcentral                        ,039,Manawatu District                 ,08,Manawatu-Wanganui Region
560740,Feilding East                     ,12,Midcentral                        ,039,Manawatu District                 ,08,Manawatu-Wanganui Region
560900,Sanson                            ,12,Midcentral                        ,039,Manawatu District                 ,08,Manawatu-Wanganui Region
561000,Rongotea                          ,12,Midcentral                        ,039,Manawatu District                 ,08,Manawatu-Wanganui Region
561100,Tangimoana                        ,12,Midcentral                        ,039,Manawatu District                 ,08,Manawatu-Wanganui Region
561200,Himatangi Beach                   ,12,Midcentral                        ,039,Manawatu District                 ,08,Manawatu-Wanganui Region
561300,Foxton Beach                      ,12,Midcentral                        ,042,Horowhenua District               ,08,Manawatu-Wanganui Region
561410,Rakiraki                          ,12,Midcentral                        ,039,Manawatu District                 ,08,Manawatu-Wanganui Region
561421,Ohakea                            ,12,Midcentral                        ,039,Manawatu District                 ,08,Manawatu-Wanganui Region
561422,Oroua Downs-Waitohi               ,12,Midcentral                        ,039,Manawatu District                 ,08,Manawatu-Wanganui Region
561500,Moutoa                            ,12,Midcentral                        ,042,Horowhenua District               ,08,Manawatu-Wanganui Region
561700,Foxton                            ,12,Midcentral                        ,042,Horowhenua District               ,08,Manawatu-Wanganui Region
561811,Kairanga                          ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
561812,Longburn                          ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
561813,Massey University                 ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
561820,Linton Military Camp              ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
561901,Kauwhata                          ,12,Midcentral                        ,039,Manawatu District                 ,08,Manawatu-Wanganui Region
561902,Turitea                           ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
562100,Milson                            ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
562200,Kelvin Grove                      ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
562310,Takaro                            ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
562320,Cloverlea                         ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
562401,Palmerston North Hospital         ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
562402,Papaeoia                          ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
562500,Roslyn                            ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
562600,Terrace End                       ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
562710,Highbury                          ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
562720,Westbrook                         ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
562800,Palmerston North Central          ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
562910,Awapuni North                     ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
562921,Awapuni West                      ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
562922,Awapuni South                     ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
563000,West End                          ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
563101,Hokowhitu West                    ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
563102,Hokowhitu Lagoon                  ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
563200,Hokowhitu East                    ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
563300,Aokautere                         ,12,Midcentral                        ,040,Palmerston North City             ,08,Manawatu-Wanganui Region
563500,Shannon                           ,12,Midcentral                        ,042,Horowhenua District               ,08,Manawatu-Wanganui Region
563600,Waitarere                         ,12,Midcentral                        ,042,Horowhenua District               ,08,Manawatu-Wanganui Region
563701,Waikanae Beach                    ,14,Capital and Coast                 ,043,Kapiti Coast District             ,09,Wellington Region       
563703,Waikanae East                     ,14,Capital and Coast                 ,043,Kapiti Coast District             ,09,Wellington Region       
563704,Peka Peka                         ,14,Capital and Coast                 ,043,Kapiti Coast District             ,09,Wellington Region       
563705,Waikanae Park                     ,14,Capital and Coast                 ,043,Kapiti Coast District             ,09,Wellington Region       
563706,Waikanae West                     ,14,Capital and Coast                 ,043,Kapiti Coast District             ,09,Wellington Region       
563801,Tokomaru                          ,12,Midcentral                        ,042,Horowhenua District               ,08,Manawatu-Wanganui Region
563802,Opiki                             ,12,Midcentral                        ,042,Horowhenua District               ,08,Manawatu-Wanganui Region
563920,Kaitawa                           ,14,Capital and Coast                 ,043,Kapiti Coast District             ,09,Wellington Region       
564011,Lake Horowhenua                   ,12,Midcentral                        ,042,Horowhenua District               ,08,Manawatu-Wanganui Region
564012,Waiopehu                          ,12,Midcentral                        ,042,Horowhenua District               ,08,Manawatu-Wanganui Region
564013,Kohitere                          ,12,Midcentral                        ,042,Horowhenua District               ,08,Manawatu-Wanganui Region
564021,Mangaore-Manakau                  ,12,Midcentral                        ,042,Horowhenua District               ,08,Manawatu-Wanganui Region
564022,Otaki Forks                       ,12,Midcentral                        ,043,Kapiti Coast District             ,09,Wellington Region       
564023,Te Horo                           ,12,Midcentral                        ,043,Kapiti Coast District             ,09,Wellington Region       
564210,Levin North                       ,12,Midcentral                        ,042,Horowhenua District               ,08,Manawatu-Wanganui Region
564220,Levin West                        ,12,Midcentral                        ,042,Horowhenua District               ,08,Manawatu-Wanganui Region
564231,Playford Park                     ,12,Midcentral                        ,042,Horowhenua District               ,08,Manawatu-Wanganui Region
564232,Levin South                       ,12,Midcentral                        ,042,Horowhenua District               ,08,Manawatu-Wanganui Region
564240,Levin East                        ,12,Midcentral                        ,042,Horowhenua District               ,08,Manawatu-Wanganui Region
564400,Otaki                             ,12,Midcentral                        ,043,Kapiti Coast District             ,09,Wellington Region       
564510,Heretaunga                        ,13,Hutt                              ,045,Upper Hutt City                   ,09,Wellington Region       
564520,Trentham South                    ,13,Hutt                              ,045,Upper Hutt City                   ,09,Wellington Region       
564530,Pinehaven                         ,13,Hutt                              ,045,Upper Hutt City                   ,09,Wellington Region       
564601,Moonshine Valley                  ,13,Hutt                              ,045,Upper Hutt City                   ,09,Wellington Region       
564602,Riverstone Terraces               ,13,Hutt                              ,045,Upper Hutt City                   ,09,Wellington Region       
564800,Glendale                          ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
564900,Parkway                           ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
565000,Fernlea                           ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
565100,Arakura                           ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
565200,Homedale West                     ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
565300,Homedale East                     ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
565400,Pencarrow                         ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
565601,Pauatahanui                       ,14,Capital and Coast                 ,044,Porirua City                      ,09,Wellington Region       
565602,Endeavour                         ,14,Capital and Coast                 ,044,Porirua City                      ,09,Wellington Region       
565603,Resolution                        ,14,Capital and Coast                 ,044,Porirua City                      ,09,Wellington Region       
565604,Adventure                         ,14,Capital and Coast                 ,044,Porirua City                      ,09,Wellington Region       
565700,Paekakariki Hill                  ,14,Capital and Coast                 ,044,Porirua City                      ,09,Wellington Region       
565901,Paraparaumu Beach North           ,14,Capital and Coast                 ,043,Kapiti Coast District             ,09,Wellington Region       
565902,Otaihanga                         ,14,Capital and Coast                 ,043,Kapiti Coast District             ,09,Wellington Region       
565903,Paraparaumu Beach South           ,14,Capital and Coast                 ,043,Kapiti Coast District             ,09,Wellington Region       
566000,Paraparaumu Central               ,14,Capital and Coast                 ,043,Kapiti Coast District             ,09,Wellington Region       
566101,Raumati Beach                     ,14,Capital and Coast                 ,043,Kapiti Coast District             ,09,Wellington Region       
566102,Raumati South                     ,14,Capital and Coast                 ,043,Kapiti Coast District             ,09,Wellington Region       
566200,Paekakariki                       ,14,Capital and Coast                 ,043,Kapiti Coast District             ,09,Wellington Region       
566301,Kapiti Island                     ,14,Capital and Coast                 ,043,Kapiti Coast District             ,09,Wellington Region       
566302,Maungakotukutuku                  ,14,Capital and Coast                 ,043,Kapiti Coast District             ,09,Wellington Region       
566500,Te Marua                          ,13,Hutt                              ,045,Upper Hutt City                   ,09,Wellington Region       
566610,Akatarawa                         ,13,Hutt                              ,045,Upper Hutt City                   ,09,Wellington Region       
566620,Emerald Hill                      ,13,Hutt                              ,045,Upper Hutt City                   ,09,Wellington Region       
566700,Maoribank                         ,13,Hutt                              ,045,Upper Hutt City                   ,09,Wellington Region       
566800,Clouston Park                     ,13,Hutt                              ,045,Upper Hutt City                   ,09,Wellington Region       
566900,Totara Park                       ,13,Hutt                              ,045,Upper Hutt City                   ,09,Wellington Region       
567000,Ebdentown                         ,13,Hutt                              ,045,Upper Hutt City                   ,09,Wellington Region       
567100,Upper Hutt Central                ,13,Hutt                              ,045,Upper Hutt City                   ,09,Wellington Region       
567200,Maidstone                         ,13,Hutt                              ,045,Upper Hutt City                   ,09,Wellington Region       
567300,Wallaceville                      ,13,Hutt                              ,045,Upper Hutt City                   ,09,Wellington Region       
567400,Elderslea                         ,13,Hutt                              ,045,Upper Hutt City                   ,09,Wellington Region       
567500,Poets Block                       ,13,Hutt                              ,045,Upper Hutt City                   ,09,Wellington Region       
567600,Brentwood                         ,13,Hutt                              ,045,Upper Hutt City                   ,09,Wellington Region       
567700,Trentham North                    ,13,Hutt                              ,045,Upper Hutt City                   ,09,Wellington Region       
567800,Heretaunga-Silverstream           ,13,Hutt                              ,045,Upper Hutt City                   ,09,Wellington Region       
567901,Cloustonville                     ,13,Hutt                              ,045,Upper Hutt City                   ,09,Wellington Region       
567902,Mangaroa                          ,13,Hutt                              ,045,Upper Hutt City                   ,09,Wellington Region       
568101,Tawhai                            ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
568102,Holborn                           ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
568103,Delaney                           ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
568104,Manuka                            ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
568201,Taita North                       ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
568202,Taita South                       ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
568301,Avalon East                       ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
568302,Naenae North                      ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
568303,Naenae South                      ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
568401,Avalon West                       ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
568402,Boulcott                          ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
568501,Epuni West                        ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
568502,Epuni East                        ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
568601,Waterloo West                     ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
568602,Waterloo East                     ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
568701,Waiwhetu North                    ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
568702,Waiwhetu South                    ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
568800,Gracefield                        ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
568900,Moera                             ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
569001,Woburn North                      ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
569002,Woburn South                      ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
569100,Hutt Central                      ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
569201,Melling                           ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
569202,Alicetown                         ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
569301,Normandale                        ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
569302,Maungaraki                        ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
569401,Tirohanga                         ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
569402,Belmont                           ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
569500,Kelson                            ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
569600,Haywards-Manor Park               ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
569800,Korokoro                          ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
569900,Petone Central                    ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
570000,Esplanade                         ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
570100,Wilford                           ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
570300,Eastbourne                        ,13,Hutt                              ,046,Lower Hutt City                   ,09,Wellington Region       
570400,Titahi Bay North                  ,14,Capital and Coast                 ,044,Porirua City                      ,09,Wellington Region       
570500,Onepoto                           ,14,Capital and Coast                 ,044,Porirua City                      ,09,Wellington Region       
570600,Titahi Bay South                  ,14,Capital and Coast                 ,044,Porirua City                      ,09,Wellington Region       
570700,Elsdon-Takapuwahia                ,14,Capital and Coast                 ,044,Porirua City                      ,09,Wellington Region       
570800,Porirua Central                   ,14,Capital and Coast                 ,044,Porirua City                      ,09,Wellington Region       
570900,Porirua East                      ,14,Capital and Coast                 ,044,Porirua City                      ,09,Wellington Region       
571000,Ranui Heights                     ,14,Capital and Coast                 ,044,Porirua City                      ,09,Wellington Region       
571100,Cannons Creek North               ,14,Capital and Coast                 ,044,Porirua City                      ,09,Wellington Region       
571200,Cannons Creek South               ,14,Capital and Coast                 ,044,Porirua City                      ,09,Wellington Region       
571300,Cannons Creek East                ,14,Capital and Coast                 ,044,Porirua City                      ,09,Wellington Region       
571400,Waitangirua                       ,14,Capital and Coast                 ,044,Porirua City                      ,09,Wellington Region       
571501,Papakowhai North                  ,14,Capital and Coast                 ,044,Porirua City                      ,09,Wellington Region       
571502,Papakowhai South                  ,14,Capital and Coast                 ,044,Porirua City                      ,09,Wellington Region       
571600,Ascot Park                        ,14,Capital and Coast                 ,044,Porirua City                      ,09,Wellington Region       
571800,Pukerua Bay                       ,14,Capital and Coast                 ,044,Porirua City                      ,09,Wellington Region       
571900,Plimmerton                        ,14,Capital and Coast                 ,044,Porirua City                      ,09,Wellington Region       
572000,Mana-Camborne                     ,14,Capital and Coast                 ,044,Porirua City                      ,09,Wellington Region       
572100,Paremata-Postgate                 ,14,Capital and Coast                 ,044,Porirua City                      ,09,Wellington Region       
572200,Discovery                         ,14,Capital and Coast                 ,044,Porirua City                      ,09,Wellington Region       
572300,Mana Island                       ,14,Capital and Coast                 ,044,Porirua City                      ,09,Wellington Region       
572500,Tawa South                        ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
572600,Tawa Central                      ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
572701,Linden                            ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
572702,Greenacres                        ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
572900,Thorndon-Tinakori Road            ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
573000,Lambton                           ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
573101,Willis Street-Cambridge Terrace   ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
573102,Wellington City-Marinas           ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
573200,Aro Street-Nairn Street           ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
573300,Mt Cook-Wallace Street            ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
573400,Mt Victoria West                  ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
573511,Glenside North                    ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
573513,Churton Park North                ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
573514,Churton Park South                ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
573522,Grenada North                     ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
573523,Grenada Village                   ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
573524,Newlands East                     ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
573525,Takapu                            ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
573526,Horokiwi                          ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
573600,Johnsonville North                ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
573700,Johnsonville Central              ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
573801,Paparangi West                    ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
573802,Johnsonville East                 ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
573901,Paparangi                         ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
573902,Woodridge                         ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
573903,Newlands North                    ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
574001,Newlands South                    ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
574002,Ngauranga East                    ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
574100,Raroa                             ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
574200,Khandallah Park-Broadmeadows      ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
574302,Te Kainga                         ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
574303,Ngauranga West                    ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
574304,Rangoon Heights                   ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
574401,Awarua                            ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
574402,Ngaio South                       ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
574500,Kaiwharawhara                     ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
574600,Wadestown                         ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
574701,Crofton Downs                     ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
574702,Wilton                            ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
574703,Northland North                   ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
574800,Karori North                      ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
574900,Karori Park                       ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
575000,Karori East                       ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
575100,Karori South                      ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
575200,Northland                         ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
575300,Kelburn                           ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
575400,Taitville                         ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
575500,Mitchelltown                      ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
575600,Brooklyn                          ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
575701,Vogeltown West                    ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
575702,Vogeltown                         ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
575800,Kingston-Mornington               ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
575901,Brooklyn South                    ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
575902,Happy Valley-Owhiro Bay           ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
576001,Island Bay West                   ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
576002,Island Bay East                   ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
576100,Melrose-Houghton Bay-Southgate    ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
576200,Berhampore West                   ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
576301,Newtown West                      ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
576302,Berhampore East                   ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
576400,Newtown East                      ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
576500,Adelaide                          ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
576600,Oriental Bay                      ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
576700,Roseneath                         ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
576800,Hataitai North                    ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
576901,Kilbirnie East                    ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
576903,Kilbirnie West-Hataitai South     ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
576904,Evans Bay Marina                  ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
577000,Lyall Bay-Airport-Moa Point       ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
577101,Seatoun Tunnel West               ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
577102,Strathmore Park                   ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
577200,Miramar South                     ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
577301,Miramar North                     ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
577302,Miramar                           ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
577400,Karaka Bay-Worser Bay             ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
577500,Seatoun                           ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
577601,Maupuia                           ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
577602,Miramar West                      ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
577700,Makara-Ohariu                     ,14,Capital and Coast                 ,047,Wellington City                   ,09,Wellington Region       
577900,Mangatainoka                      ,12,Midcentral                        ,041,Tararua District                  ,08,Manawatu-Wanganui Region
578000,Pahiatua                          ,12,Midcentral                        ,041,Tararua District                  ,08,Manawatu-Wanganui Region
578100,Eketahuna                         ,12,Midcentral                        ,041,Tararua District                  ,08,Manawatu-Wanganui Region
578200,Nireaha-Tiraumea                  ,12,Midcentral                        ,041,Tararua District                  ,08,Manawatu-Wanganui Region
578301,Homebush-Te Ore Ore               ,15,Wairarapa                         ,048,Masterton District                ,09,Wellington Region       
578302,Opaki-Fernridge                   ,15,Wairarapa                         ,048,Masterton District                ,09,Wellington Region       
578401,Kopuaranga                        ,15,Wairarapa                         ,048,Masterton District                ,09,Wellington Region       
578402,Whareama                          ,15,Wairarapa                         ,048,Masterton District                ,09,Wellington Region       
578600,Masterton Central                 ,15,Wairarapa                         ,048,Masterton District                ,09,Wellington Region       
578700,Masterton West                    ,15,Wairarapa                         ,048,Masterton District                ,09,Wellington Region       
578800,Masterton East                    ,15,Wairarapa                         ,048,Masterton District                ,09,Wellington Region       
578901,Solway North                      ,15,Wairarapa                         ,048,Masterton District                ,09,Wellington Region       
578902,Solway South                      ,15,Wairarapa                         ,048,Masterton District                ,09,Wellington Region       
579000,Ngaumutawa                        ,15,Wairarapa                         ,048,Masterton District                ,09,Wellington Region       
579100,Masterton Railway                 ,15,Wairarapa                         ,048,Masterton District                ,09,Wellington Region       
579200,Lansdowne                         ,15,Wairarapa                         ,048,Masterton District                ,09,Wellington Region       
579400,Waingawa                          ,15,Wairarapa                         ,049,Carterton District                ,09,Wellington Region       
579501,Mt Holdsworth                     ,15,Wairarapa                         ,049,Carterton District                ,09,Wellington Region       
579502,Te Wharau                         ,15,Wairarapa                         ,049,Carterton District                ,09,Wellington Region       
579700,Carterton                         ,15,Wairarapa                         ,049,Carterton District                ,09,Wellington Region       
579802,Tuturumuri                        ,15,Wairarapa                         ,050,South Wairarapa District          ,09,Wellington Region       
579803,Kahutara                          ,15,Wairarapa                         ,050,South Wairarapa District          ,09,Wellington Region       
579900,Greytown                          ,15,Wairarapa                         ,050,South Wairarapa District          ,09,Wellington Region       
580000,Featherston                       ,15,Wairarapa                         ,050,South Wairarapa District          ,09,Wellington Region       
580100,Martinborough                     ,15,Wairarapa                         ,050,South Wairarapa District          ,09,Wellington Region       
580200,Havelock                          ,16,Nelson Marlborough                ,053,Marlborough District              ,18,Marlborough Region      
580300,Renwick                           ,16,Nelson Marlborough                ,053,Marlborough District              ,18,Marlborough Region      
580410,Woodbourne                        ,16,Nelson Marlborough                ,053,Marlborough District              ,18,Marlborough Region      
580420,Omaka                             ,16,Nelson Marlborough                ,053,Marlborough District              ,18,Marlborough Region      
580431,Spring Creek-Grovetown            ,16,Nelson Marlborough                ,053,Marlborough District              ,18,Marlborough Region      
580432,Riverlands                        ,16,Nelson Marlborough                ,053,Marlborough District              ,18,Marlborough Region      
580442,Waikawa                           ,16,Nelson Marlborough                ,053,Marlborough District              ,18,Marlborough Region      
580445,Marlborough Sounds Coastal Marine ,16,Nelson Marlborough                ,053,Marlborough District              ,18,Marlborough Region      
580446,Marlborough Sounds Terrestrial    ,16,Nelson Marlborough                ,053,Marlborough District              ,18,Marlborough Region      
580447,Wairau North                      ,16,Nelson Marlborough                ,053,Marlborough District              ,18,Marlborough Region      
580448,Tuamarina                         ,16,Nelson Marlborough                ,053,Marlborough District              ,18,Marlborough Region      
580449,Rapaura                           ,16,Nelson Marlborough                ,053,Marlborough District              ,18,Marlborough Region      
580450,Wairau South                      ,16,Nelson Marlborough                ,053,Marlborough District              ,18,Marlborough Region      
580451,Weld Pass                         ,16,Nelson Marlborough                ,053,Marlborough District              ,18,Marlborough Region      
580452,Fairhall                          ,16,Nelson Marlborough                ,053,Marlborough District              ,18,Marlborough Region      
580600,Severn                            ,16,Nelson Marlborough                ,053,Marlborough District              ,18,Marlborough Region      
