auc,aud,dhbc,dhbd,tac,tad,rcc,rcd
500100,Awanui                            ,01,Northland                         ,001,Far North District                ,01,Northland Region        
500202,Karikari Peninsula-Maungataniwha  ,01,Northland                         ,001,Far North District                ,01,Northland Region        
500203,Taipa Bay-Mangonui                ,01,Northland                         ,001,Far North District                ,01,Northland Region        
500204,Herekino                          ,01,Northland                         ,001,Far North District                ,01,Northland Region        
500205,Ahipara                           ,01,Northland                         ,001,Far North District                ,01,Northland Region        
500206,North Cape                        ,01,Northland                         ,001,Far North District                ,01,Northland Region        
500207,Houhora                           ,01,Northland                         ,001,Far North District                ,01,Northland Region        
500208,Motutangi-Kareponia               ,01,Northland                         ,001,Far North District                ,01,Northland Region        
500301,Kaitaia West                      ,01,Northland                         ,001,Far North District                ,01,Northland Region        
500302,Kaitaia East                      ,01,Northland                         ,001,Far North District                ,01,Northland Region        
500401,Kaeo                              ,01,Northland                         ,001,Far North District                ,01,Northland Region        
500402,Mangapa-Matauri Bay               ,01,Northland                         ,001,Far North District                ,01,Northland Region        
500500,Kohukohu                          ,01,Northland                         ,001,Far North District                ,01,Northland Region        
500600,Rawene                            ,01,Northland                         ,001,Far North District                ,01,Northland Region        
500700,Omapere and Opononi               ,01,Northland                         ,001,Far North District                ,01,Northland Region        
500801,Hokianga North                    ,01,Northland                         ,001,Far North District                ,01,Northland Region        
500802,Hokianga South                    ,01,Northland                         ,001,Far North District                ,01,Northland Region        
500900,Kerikeri                          ,01,Northland                         ,001,Far North District                ,01,Northland Region        
501000,Russell                           ,01,Northland                         ,001,Far North District                ,01,Northland Region        
501100,Paihia                            ,01,Northland                         ,001,Far North District                ,01,Northland Region        
501200,Haruru Falls                      ,01,Northland                         ,001,Far North District                ,01,Northland Region        
501300,Opua East                         ,01,Northland                         ,001,Far North District                ,01,Northland Region        
501400,Kawakawa                          ,01,Northland                         ,001,Far North District                ,01,Northland Region        
501500,Moerewa                           ,01,Northland                         ,001,Far North District                ,01,Northland Region        
501612,Opua West                         ,01,Northland                         ,001,Far North District                ,01,Northland Region        
501613,Bay of Islands                    ,01,Northland                         ,001,Far North District                ,01,Northland Region        
501614,Kapiro                            ,01,Northland                         ,001,Far North District                ,01,Northland Region        
501615,Waitangi                          ,01,Northland                         ,001,Far North District                ,01,Northland Region        
501620,Pokere-Waihaha                    ,01,Northland                         ,001,Far North District                ,01,Northland Region        
501631,Okaihau                           ,01,Northland                         ,001,Far North District                ,01,Northland Region        
501632,Ohaeawai                          ,01,Northland                         ,001,Far North District                ,01,Northland Region        
501633,Waihou Valley-Hupara              ,01,Northland                         ,001,Far North District                ,01,Northland Region        
501634,Ngapuhi-Kaikou                    ,01,Northland                         ,001,Far North District                ,01,Northland Region        
501700,Kaikohe                           ,01,Northland                         ,001,Far North District                ,01,Northland Region        
501802,Opouteke-Tanekaha                 ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
501806,Marsden Point-Ruakaka             ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
501807,Ngunguru                          ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
501809,Wharekohe-Oakleigh                ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
501810,Maungatapere                      ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
501811,Waiotira-Springfield              ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
501814,Punaruku-Kiripaka                 ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
501815,Bream Bay                         ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
501816,Waipu                             ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
501817,Pataua-Whareora                   ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
501818,Parua Bay                         ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
501819,Bream Head                        ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
502001,Springs Flat                      ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
502002,Three Mile Bush                   ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
502003,Te Hihi                           ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
502004,Abbey Caves                       ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
502005,Otaika-Portland                   ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
502101,Kamo West                         ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
502102,Kamo East                         ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
502201,Tikipunga West                    ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
502202,Tikipunga East                    ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
502300,Whau Valley                       ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
502400,Otangarei                         ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
502500,Western Hills                     ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
502600,Kensington                        ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
502700,Mairtown                          ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
502800,Regent                            ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
502900,Woodhill                          ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
503000,Vinetown                          ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
503100,Whangarei Central                 ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
503200,Riverside                         ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
503300,Horahora                          ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
503400,Maunu                             ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
503500,Raumanga East                     ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
503600,Morningside                       ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
503700,Parahaki                          ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
503800,Raumanga West                     ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
503900,Port-Limeburners                  ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
504000,Sherwood Rise                     ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
504100,Onerahi                           ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
504300,Hikurangi                         ,01,Northland                         ,002,Whangarei District                ,01,Northland Region        
504400,Te Kopuru                         ,01,Northland                         ,003,Kaipara District                  ,01,Northland Region        
504501,Kaipara Coastal                   ,01,Northland                         ,003,Kaipara District                  ,01,Northland Region        
504502,Maungaru                          ,01,Northland                         ,003,Kaipara District                  ,01,Northland Region        
504600,Dargaville                        ,01,Northland                         ,003,Kaipara District                  ,01,Northland Region        
504700,Maungaturoto                      ,01,Northland                         ,003,Kaipara District                  ,01,Northland Region        
504800,Ruawai                            ,01,Northland                         ,003,Kaipara District                  ,01,Northland Region        
504900,Kaiwaka                           ,01,Northland                         ,003,Kaipara District                  ,01,Northland Region        
505010,Rehia-Oneriri                     ,01,Northland                         ,003,Kaipara District                  ,01,Northland Region        
505021,Mangawhai                         ,01,Northland                         ,003,Kaipara District                  ,01,Northland Region        
505022,Mangawhai Heads                   ,01,Northland                         ,003,Kaipara District                  ,01,Northland Region        
505300,Wellsford                         ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
505400,Leigh                             ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
505500,Warkworth                         ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
505601,Waimauku                          ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
505602,Huapai                            ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
505603,Riverhead Urban                   ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
505604,Kumeu East                        ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
505605,Kumeu West                        ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
505700,Waipareira West                   ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
505803,Waiwera                           ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
505804,Hatfields Beach                   ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
505805,Orewa                             ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
505806,Silverdale Central                ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
505807,Red Beach West                    ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
505808,Red Beach East                    ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
505902,Manly                             ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
505904,Army Bay                          ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
505906,Vipond                            ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
505907,Stanmore Bay West                 ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
505908,Stanmore Bay East                 ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
505909,Wade Heads                        ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
505910,Gulf Harbour                      ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506001,Weiti River                       ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506002,Stillwater                        ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506003,Silverdale South                  ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506201,Silverdale North                  ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506202,Orewa West                        ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506300,Dairy Flat-Redvale                ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506400,Paremoremo West                   ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506613,Tauhoa-Puhoi                      ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506614,Tahekeroa                         ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506616,Matheson Bay                      ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506620,Kawau                             ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506631,Snells Beach                      ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506633,Algies Bay                        ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506634,Mahurangi                         ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506642,South Head                        ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506644,Parakai Rural                     ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506645,Parakai Urban                     ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506646,Kaukapakapa Rural                 ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506647,Kaukapakapa                       ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506648,Helensville South                 ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506652,Rewiti                            ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506653,Riverhead                         ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506654,Muriwai Beach                     ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506655,Muriwai Valley                    ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506656,Waitakere West                    ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506657,Point Wells                       ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506658,Omaha                             ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506659,Matakana                          ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506660,Cape Rodney                       ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506661,Cape Rodney South                 ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506800,Helensville                       ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506901,Awaruku                           ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506902,Glamorgan                         ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
506903,Torbay                            ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
507000,Waiake                            ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
507101,Browns Bay                        ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
507102,Oaktree                           ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
507200,Rothesay Bay                      ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
507300,Murrays Bay                       ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
507400,Mairangi Bay                      ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
507500,Campbells Bay                     ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
507710,Castor Bay                        ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
507720,Crown Hill                        ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
507800,Lake Pupuke                       ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
507900,Westlake                          ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
508010,Takapuna Central                  ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
508020,Hauraki                           ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
508110,Seacliffe                         ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
508120,Bayswater                         ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
508210,Kaipatiki                         ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
508220,Windy Ridge                       ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
508310,Glenfield Central                 ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
508320,Glenfield North                   ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
508411,Glendhu                           ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
508412,Witheford                         ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
508420,Target Road                       ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
508510,Forrest Hill                      ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
508520,Sunnynook                         ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
508610,Monarch Park                      ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
508620,Sunnybrae                         ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
508701,Albany                            ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
508703,Fairview                          ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
508704,Northcross                        ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
508803,Unsworth Heights                  ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
508804,Pinehill                          ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
508805,Windsor Park                      ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
508806,North Harbour West                ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
508807,North Harbour East                ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
508900,Long Bay                          ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
509000,Paremoremo East                   ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
509100,Greenhithe                        ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
509300,Narrow Neck                       ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
509400,Mt Victoria                       ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
509500,Stanley Bay                       ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
509701,Ocean View                        ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
509702,Tuff Crater                       ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
509800,Northcote South                   ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
510010,Beachhaven North                  ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
510020,Beachhaven South                  ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
510210,Birkdale North                    ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
510220,Birkdale South                    ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
510401,Kauri Park                        ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
510402,Chelsea                           ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
510500,Birkenhead East                   ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
510700,Henderson North                   ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
510800,Henderson South                   ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
511001,Tangutu                           ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
511002,Woodglen                          ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
511100,Glen Eden East                    ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
511301,New Lynn North                    ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
511302,New Lynn South                    ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
511303,Lynnmall                          ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
511401,Fruitvale                         ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
511402,Rewarewa                          ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
511601,Glendene North                    ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
511602,Glendene South                    ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
511700,Kelston Central                   ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
511800,Sunnyvale                         ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
511901,Kaurilands                        ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
511902,Crum Park                         ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
512000,Titirangi South                   ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
512100,Green Bay                         ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
512201,Matipo                            ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
512202,Durham Green                      ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
512300,Te Atatu Central                  ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
512401,Edmonton                          ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
512402,Wakeling                          ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
512500,Mcleod                            ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
512600,Konini                            ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
512700,Waima                             ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
512801,Laingholm                         ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
512802,Armour Bay                        ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
512902,Otimai                            ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
512903,Parrs Park West                   ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
512904,Parrs Park                        ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
512905,Oratia West                       ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
512906,Oratia                            ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513011,Henderson West                    ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513012,Palm Heights                      ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513013,McLaren Park                      ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513020,Opanuku                           ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513101,Swanson                           ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513102,Swanson South                     ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513211,Urlich                            ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513212,Starling Park                     ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513213,Ranui Domain                      ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513214,Ranui South                       ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513220,Sturges North                     ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513301,Kingdale                          ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513302,Fairdene                          ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513410,Whenuapai West                    ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513420,Herald                            ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513431,Hobsonville East                  ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513432,Hobsonville South                 ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513511,Westgate                          ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513512,Royal Road West                   ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513521,West Harbour                      ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513522,Lucken Point                      ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513530,Royal Heights                     ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513610,Massey West                       ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513621,Birdwood West                     ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513622,Birdwood East                     ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513631,Waimumu North                     ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513632,Waimumu South                     ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513701,Taupaki                           ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513702,Waitakere                         ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
513800,Karekare                          ,02,Waitemata                         ,076,Auckland                          ,02,Auckland Region         
514000,Freemans Bay                      ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
514101,Auckland Harbourside              ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
514102,Auckland Central West             ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
514103,Auckland Central East             ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
514200,Newton                            ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
514301,Grafton West                      ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
514302,Grafton East                      ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
514401,Roberton                          ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
514402,Glenavon                          ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
514500,New Windsor                       ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
514600,Avondale South                    ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
514700,Blockhouse Bay                    ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
514801,Rosebank                          ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
514802,Avondale West                     ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
514900,Waterview                         ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
515001,Point Chevalier West              ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
515002,Point Chevalier East              ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
515003,Point Chevalier South             ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
515100,Westmere                          ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
515201,Herne Bay                         ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
515202,St Marys                          ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
515301,Ponsonby West                     ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
515302,Ponsonby East                     ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
515410,Grey Lynn West                    ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
515420,Grey Lynn East                    ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
515431,Surrey Crescent                   ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
515432,St Lukes North                    ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
515500,Arch Hill                         ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
515600,Eden Terrace                      ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
515700,Epsom North                       ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
515801,Epsom Central                     ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
515802,Epsom South                       ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
515901,Parnell East                      ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
515902,Parnell West                      ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
516001,Mt Hobson                         ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
516002,Remuera South                     ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
516003,Abbotts Park                      ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
516101,Remuera West                      ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
516102,Waitaramoa                        ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
516201,Orakei South                      ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
516202,Waiata                            ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
516301,Meadowbank North                  ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
516302,Meadowbank South                  ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
516400,Orakei North                      ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
516500,Mission Bay                       ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
516601,Kohimarama West                   ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
516602,Kohimarama East                   ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
516700,St Heliers                        ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
516800,Glendowie                         ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
516900,Glen Innes North                  ,03,Auckland                          ,076,Auckland                          ,02,Auckland Region         
